user_id,query_001,query_002,query_003,query_004,query_005,query_006,query_007,query_008,query_009,query_010,query_011,query_012,query_013,query_014,query_015,query_016,query_017,query_018,query_019,query_020,query_021,query_022,query_023,query_024,query_025,query_026,query_027,query_028,query_029,query_030,query_031,query_032,query_033,query_034,query_035,query_036,query_037,query_038,query_039,query_040,query_041,query_042,query_043,query_044,query_045,query_046,query_047,query_048,query_049,query_050,query_051,query_052,query_053,query_054,query_055,query_056,query_057,query_058,query_059,query_060,query_061,query_062,query_063,query_064,query_065,query_066,query_067,query_068,query_069,query_070,query_071,query_072,query_073,query_074,query_075,query_076,query_077,query_078,query_079,query_080,query_081,query_082,query_083,query_084,query_085,query_086,query_087,query_088,query_089,query_090,query_091,query_092,query_093,query_094,query_095,query_096,query_097,query_098,query_099,query_100
user_096,53,50,,,9,,39,,,54,,63,,,,53,4,41,,28,20,30,,,55,,,,,,,,91,47,,,51,,41,76,81,75,,,76,,,,,,,,,,,48,60,19,33,,73,,30,36,,,,52,,,,43,,,82,,18,,89,,,70,,,,,45,85,4,,,,,21,,27,,,,
user_097,,36,,,,,44,70,,,,,,,,,,,78,,31,,,92,,,,,,,,,39,,,,46,,34,81,93,,,,,,,,,,,,,,,,,26,50,,,47,78,56,,,,,54,,,,,46,79,,,,22,,,,,,61,,30,72,,,,47,,,36,,36,,,
user_098,,,49,47,25,,53,34,,,68,,,45,,38,31,38,17,,56,,29,38,47,,,69,,,,32,56,19,,49,69,,58,,,,,,76,,,,,19,,14,,,,56,57,,,,27,,,71,,,,,,,,,,,76,,20,,,,,45,,,68,65,,51,,,,,,,32,,29,,,40
user_099,,,,37,,,39,,,52,,31,67,,46,37,56,,,,,26,57,78,,,,,,,,,55,22,,,,,,54,,,,,,,,,,,,,,,35,31,,45,15,27,,,,,,34,,,,,21,6,,14,78,,24,,20,,,,,59,66,47,,,,,89,,,,,,,,,
user_100,,,66,,,65,34,38,,30,,,,,64,58,55,,27,,23,,,53,98,,,,,,50,,,,,,69,,42,,89,,,,75,33,,,,47,,,,,,,,,,,,28,,40,,,,16,24,,,24,,27,81,,11,,,,,70,,,28,49,,24,,,,61,,,28,,37,,,
user_101,,33,23,,61,,40,,,,65,,,,54,56,29,44,,,56,,,48,49,32,,,,48,6,,72,,,,49,,,,75,65,,,84,,,,,19,,,,,,31,,,43,35,,,64,74,,67,,22,14,29,,,,6,78,,,,,,,,,15,,35,41,21,,,,,,37,,,,,,23
user_102,,20,48,,24,,,,,,,,,,64,57,56,40,42,,30,,50,27,,,,69,,,,70,,,,45,42,,,,78,,,,,,35,,,,,,,,,40,,,18,,,,,,25,81,,12,34,70,,15,,72,82,,11,,11,,,,,,,36,55,84,,55,,,,45,,41,,,36,
user_103,,,,,,,,,,,48,,,,58,45,,62,,54,7,19,,84,24,49,,69,72,66,,,,30,,,83,,,,84,,,,,,,,,,,,,,,29,,,,,43,54,58,,,,,44,,,,,,,82,,,,,,,,,,65,,27,,,,,63,,,20,23,29,,,
user_104,62,49,,,,,,67,,,,,,,,,,75,,13,,,,79,75,55,,76,,75,,,,,,,41,,19,,,,,,77,,,28,,,21,,,,,,,,,,14,25,,34,,,,,,,,50,,,76,,43,,,,,,,34,,68,29,65,,59,,53,27,,,,,,,
user_105,,49,,48,,,,,,,60,,62,,64,,,,,,,24,,,,54,,,,,,,86,,,,79,,61,56,84,43,,,,,31,,,34,,,,,46,33,36,,,,30,39,,58,,,,15,,51,50,43,,40,,,,,,,16,70,,,23,,,22,,,,,,52,33,,48,,,
user_106,47,43,,,,,39,,,42,66,,58,,51,49,,,68,,5,,,88,76,44,26,,72,18,,,40,29,,53,72,,43,,76,,,,,,,,35,,,,,,,44,21,,54,,81,,,61,,,,,,,,45,,22,81,,,,47,,,54,,,,56,61,36,,,,,,,,41,47,,,15
user_107,,43,,,26,,31,79,,67,,,,67,54,43,,39,,,,,11,,,45,,,,,,,,,,36,,,,,73,56,,,,,,,,,47,,27,,55,,54,,,21,,,,64,,,,42,37,,,40,,,,,55,,,,,69,,,39,,32,17,,,,,,52,29,,,,22,
user_108,46,,,,11,,34,,,,,,,,,,62,37,,33,,,,26,66,54,,,73,,,37,86,,,47,65,,,,80,,,,90,,,,30,44,,,,,,,,21,,,63,,25,70,,77,,,,,,,,52,81,,,,,,27,44,56,9,41,,37,,,,,,,30,51,,,,,
user_109,,,,46,,,56,,,,44,,65,,71,,,73,,30,51,,,,,37,,,,42,,,12,,,37,,,,26,,,,,77,,,,,,,,,,51,,22,,,,,,,57,,78,,49,,,,,,41,73,,,,31,,,47,,30,49,,,76,,15,,,,19,44,47,67,31,,
user_110,51,47,,38,,,,,,21,,,56,,48,47,,36,,42,34,,13,85,,,,74,,,,,,,,,63,,,,89,52,,,,,,,,44,,,,,,50,,,,,81,,29,42,43,,,,37,,71,29,,83,,,,20,,,,44,,,,,,36,,,,51,,37,39,,,,,
user_111,,24,,,,,,,,,,,,,60,,,,49,,,28,,,,42,,,,,,,57,,,,56,,,,84,79,,,79,,,,,40,,25,48,37,,33,,,,29,70,,,44,,,,,28,,,,,,73,,28,,,,,,,,45,60,40,20,,,,74,,25,,,,,,
user_112,,,,14,68,,,38,,,,,,,71,,60,77,,,19,,,,,,,66,,,,,,,,,54,48,59,79,80,,,,81,,,,,,,,,36,,61,,,,32,,41,,52,,76,,,,57,,37,,,,,,,94,,31,,,,,,49,,,,,62,,32,,,,,,
user_113,,22,14,,59,28,35,,,25,,,,,45,61,11,68,,,,,,12,79,,,,,,,,,48,,38,,,,,82,,,,,,,,41,,,,,,,,,,52,,,46,52,,,,,,31,,,31,,42,79,18,,,,,,,63,16,,,50,59,58,,,67,,29,,,61,,17,
user_114,59,12,,39,,,43,,52,23,,,23,,,,,,,31,,,,87,,50,,79,,37,,,11,15,,45,63,,,49,84,47,,12,91,54,,,,,,,,48,14,41,,33,,,84,55,56,61,,,,24,27,,,,,6,73,,,,,,,,,,25,,,25,,,,,,21,,,23,,,
user_115,,,,,15,,55,77,,,,,,,53,51,23,67,,50,,,33,38,,41,,,80,65,,,5,30,,70,60,,,36,,,,,,,,,33,,,,,36,35,,65,,36,37,,,17,,,,,,18,,,,,45,80,,,,70,,,,32,,22,,33,35,55,,,73,,,,,79,,47,
user_116,55,,,,,,,,,,,,40,,,,,,,53,34,43,33,,42,,,,,1,,,45,48,,,,48,,,76,,,,,,,,77,,,,,,,43,44,,43,52,16,49,,38,,,,,,,,,,40,,,9,,65,,,,,,43,74,25,,,46,,,,,50,35,19,,47,
user_117,,,,,69,,,,,,65,24,,,,,,,4,,,12,,,,,,65,,47,,,13,51,,,53,,,,,,,,,,,,62,,,,,27,64,46,63,,,,,,,70,,51,,,,,,16,,70,74,,56,43,72,,,,,,44,,,82,,54,,54,,36,18,,,44,,
user_118,58,,,43,56,,31,,,,70,,,,,,59,78,,54,38,,,50,36,,,82,97,,59,,91,,,77,48,78,40,56,86,65,,,,,,,65,,,,46,48,,,,,,,31,,,,39,76,,,,51,,,,,76,,43,,,,,,,,,,,24,,,,,,51,51,,,,,
user_119,,,,,,,,72,,,,,,,66,,,80,,,2,36,,14,,,,72,,,68,,25,,,,,,,80,91,,,,,,,,,,,,,30,,,59,,,,33,51,70,54,,,,,,27,,,,15,84,,13,,,16,,,,37,,,,70,,,,68,,,,,81,,,
user_120,,13,70,,19,,40,,,51,,,,70,52,49,4,,,9,32,,61,78,,,,,,,,,5,,,58,,,56,,76,,,,85,,,,,,21,,84,,,,,,16,23,,,29,,,,,26,,,,,,58,82,,,,70,,,,25,59,16,30,24,58,,,,,,30,55,27,78,,,
user_121,,,,52,,,34,54,,44,,,,52,,50,20,,,26,4,,,18,,31,,,76,81,,,41,,,,46,,,,80,,,,,,,,17,,47,,,,,,56,,15,,,40,23,,,42,,41,,17,,,,,,,,,31,,8,,,,,,47,83,,,,65,,19,,,56,68,,
user_122,,,,,62,78,58,,,36,52,,63,,,54,32,,,8,32,9,,71,54,,,,,,,,,,,50,,,,,77,,,,,,,,42,,,,6,26,48,,,,,,,,40,,,,,47,,,,24,,34,81,,,,,,45,47,,30,,,60,21,,,,75,,40,24,,43,,,
user_123,,28,,,32,,,,,,,21,56,,,40,,,,,,,62,,67,,,,72,,,,18,,,63,46,74,,64,79,,,,89,,,18,,35,,,84,,16,50,63,,29,62,,,22,,38,,,13,26,,,,,,75,,27,,17,,,,,10,52,42,37,21,,,,,,,,32,,,,
user_124,57,26,,,68,,,,,,70,64,,,72,43,10,,40,,,,,,,27,,72,,48,,27,88,46,,73,80,44,,,76,,,8,,23,,,,24,,,,,,44,43,19,29,,65,30,,,,,,14,43,,13,39,,,,,55,,,,22,,,,51,,,64,,,,,,,46,30,69,,,
user_125,,,,,,,,,,,48,,27,,,34,,83,,35,,,,,83,,,,,16,,,71,19,,,,,,,77,,,,84,,,,,,,,,46,,,,7,36,24,85,,,46,8,,,15,,,,,,,79,,44,,,,23,,,,,,24,,14,,,41,,53,51,,,,,
user_126,,,,,,46,31,,,,,,,,46,64,,63,,,,,,,29,28,,,,,,,64,,,,50,,,,,79,,,,,,39,,18,,,,48,,30,,,14,,83,,20,,22,,,37,,,,,,67,,,,,,,,56,,,,,58,51,,,,76,,,19,24,20,,,
user_127,,,,,50,,,,,,,,,,51,65,,57,,29,,21,44,,,56,,,,,,,,33,,,59,,,,,72,,,88,,,,23,,,,,,17,,,,,,52,55,76,59,,,,,43,45,,,60,,,,,,,,34,,,,35,42,38,39,,,,40,52,,,,50,28,,
user_128,,53,,,,,54,60,,,68,25,21,,67,,,37,,,16,,,19,,,,75,,,,,60,44,,,41,,,,73,,,,94,,41,,80,,12,,,,,37,48,,,58,42,28,,,,,,36,51,,,28,,30,,,38,,,,24,68,,,61,,36,64,,,,48,,,,,48,,18,
user_129,55,,,,50,41,,,,67,76,,,,47,49,,42,33,47,37,,35,28,,,,77,,13,,,71,,,,46,,,64,92,,,,90,,,,62,38,,,,48,,61,,,25,,61,34,,,,54,,,20,,,,,,77,,25,,,,,,13,10,,57,29,35,,35,,65,,37,22,,,,,
user_130,,,,,,,64,69,,,,,,,,,,42,,,,,,,54,27,,,,,,66,,55,,,42,,,,77,72,,,80,,,,,,37,,,45,59,,54,,26,,,52,63,,18,,,15,,,,,,12,74,,24,30,,,,65,,34,,,64,,,53,,,,,,,,,,15
user_131,,43,,,23,25,64,40,,,,,14,,59,,48,57,,35,,,59,62,60,,,,,17,,,,35,,35,66,,,16,80,,,,,,,18,,,,,,,18,25,,,41,,,36,,40,,,,26,49,,,21,38,18,,,,,29,,,42,,60,59,,,21,,,,,,,,,,,,
user_132,53,,,53,,,,79,,,,,,,54,64,37,,20,,,45,,,,,,,,,,,,,,,46,,22,38,77,,,,84,,,55,36,33,,,,41,,21,,,,21,,36,34,,,,,,,,,,,16,,,37,,,,,,,59,39,,25,67,14,,,76,,,,,,32,,
user_133,,,,,37,,,,,,,,54,,50,,,,,25,,,60,,,,,,,,43,,,15,,76,53,,45,,,54,,,88,,,,,,,,64,,,,,,17,54,,,49,,,,,,,63,,6,,79,82,17,,,,,,35,24,29,30,,,,,,,,20,49,,,73,,,
user_134,,54,,,41,,,,,62,,41,,,,,,,,,57,,,,,,,,85,9,,32,58,,,71,56,78,,,,73,,,88,,,21,,,,,,,,59,,54,,,,,17,,,62,,24,,,,,,66,80,,,,7,,,36,,,32,28,44,,64,6,,37,,,27,,78,,,
user_135,,21,,,23,,,61,,,44,,,,58,,,,,,2,,,,22,,16,,,78,,,60,16,,,,52,,,,,,,,,,,43,,,,,,,,,,27,,53,33,27,52,,,,29,46,20,,,,49,,,,,20,,,46,,,,34,,54,,,,,,54,,,,,,
user_136,,30,,,,,,,,,62,,,46,66,67,,40,,27,,,,,,21,,,,,,,,27,,,56,,,14,,,,,,,,,18,,,,39,24,,38,56,,,,19,,24,40,,34,,,,,,,,34,78,,2,,,22,,,,,,,48,28,,54,,,,21,36,,81,,,
user_137,54,18,,,,,44,,,41,64,39,68,,,,,,,,,,,,,51,,,97,26,,,40,,,,,,,,92,,,,90,,,42,,,,,,,,,,,,21,,57,37,,,83,,,,,,,,57,77,,39,,,,,32,,,51,,,25,,31,,71,,37,51,,29,,,
user_138,,33,13,,,,67,67,,,,,15,,58,,11,50,,,,,,,43,56,,,,,,,58,,,,,,,,93,,,,88,,,,,15,,,,29,64,,43,56,,38,,,53,,41,,,28,,,,,,73,,,,,,29,,,,12,33,,,85,,60,,72,,25,54,,,31,,
user_139,,,,,,,,63,,31,74,,29,28,50,,16,48,,,,,37,,,,,,,,,,86,32,,68,,,,,73,,,,,,,,,44,11,,,,,61,25,,,45,,,,,19,,,43,,,,,28,,75,,16,,64,,,,,,50,40,,27,48,,,,,46,,40,56,,,40
user_140,73,20,,22,28,,48,,,,53,,63,82,,,,50,52,,,,,,69,34,,,,,,17,,,,,60,,43,,,,,,89,,,,20,,46,,,21,61,,28,,,,37,,42,,42,,,27,15,,,27,,,82,,4,,,,,54,,47,,,,47,,,,47,,,,,,,,
user_141,,,,,,,,,53,,48,32,45,,,,,,,11,,,,,,40,,,,,,,42,,,51,82,,,,82,,,,,,,,54,,22,,,26,,,,,,54,,22,,42,40,,,,10,,63,,,54,,20,18,69,,,,,,,,70,60,85,,,,,,,,24,,,27,
user_142,,34,,,36,,,,,,,20,24,,,,,,,,,48,,,,34,,,,,,,13,,,,58,,,,,73,79,,,,,,9,48,,,,44,,25,,,17,51,62,25,20,,,,,,23,,,,,,,,19,12,43,,,57,,,21,29,34,64,,,,,,,46,,,,,
user_143,,,14,48,62,28,,,,,70,,,,,,,82,72,,,32,57,,,35,,79,,18,,,6,,,63,80,,57,49,,,,,83,,,,76,,,,,,21,,,,,,28,,21,,,,,45,45,38,,,,14,,,,,,,,,,,50,66,24,,,26,,,,,,48,71,,19,53
user_144,,5,,,,83,49,74,,,,,,,72,,22,,53,38,6,,17,68,96,,,,90,38,,,70,,91,74,,,,,73,80,,,,31,,,,44,24,,,45,,49,,,,42,,,32,62,27,,,52,,,,,,21,81,,58,,27,,,,,14,68,49,,,,39,,,,43,54,,,,,
user_145,,,,,,39,46,69,,41,,,,,44,,,82,66,,4,,,88,80,,,,,77,,,50,,,,,,,,,,,,,,,,,,,,,,,48,23,,,64,,,27,50,31,,,,15,,,46,,76,81,,,,,,45,35,,25,,,,38,,,,,,26,,,,,,
user_146,68,,,,,,,,,,,44,,,,,45,40,66,,2,,37,,66,56,,,,,,,79,,,,,,,,,,,,,,,,36,,,,,35,64,30,54,,39,,,36,66,,,,,,,66,,10,,55,81,,,,39,,17,40,3,,,59,68,78,,,,,,45,,,,54,,
user_147,65,42,,,65,,,,,,,,53,,60,,,68,,54,25,,51,28,56,,,,,67,,42,44,48,,77,,,,78,88,52,,,,,,38,42,32,,,66,,,,20,,,,,,,35,,,,20,33,78,,,,,82,,13,,,,,,,27,57,,62,50,,,,,,,54,,,,,
user_148,72,25,69,,,28,,79,,,,,15,,45,,,46,,,,12,49,76,62,21,,78,,,,,67,36,,,73,,,,88,47,,,80,,,,,,,,83,,31,,30,,16,,49,,47,37,40,38,,42,12,,,17,,18,78,,6,,12,,16,,,30,,,24,74,,4,,,,,23,,73,,,
user_149,,31,,15,,,,,,,,33,,,,67,,78,52,,,,,12,24,53,,,78,,,,,14,,,75,,,,90,47,,28,,,,,,,21,,,22,44,,,,,,,,16,64,,,,29,50,,,47,,69,,,,,,,,,,,,,28,,,,,,,24,37,,,,,
user_150,,,,,,,,,,,,,,,,45,,68,,,56,,45,,,,,,,,,28,18,31,,35,,48,,,89,65,,,,,,,,33,,,77,,,36,,,,,,,11,59,,61,,35,36,,82,37,,,76,,47,,,,,,,9,,,44,,,,,,,,39,27,,,,43
user_151,,,,,,,,,,,62,,16,,,58,,55,,,,,,,16,41,,77,,,,,13,,26,57,83,,,,,,,,90,,,,,,,,,,,42,,,,,,,,,52,34,,,,,,7,,28,78,,,,,,25,,,9,,,55,,,,,,,,44,,,,,
user_152,,10,,,,,45,,,9,,,,,67,,15,,,,2,,,18,,,,80,,,,35,71,,,54,52,,18,42,,68,70,,92,,,,24,,,,,24,34,,,,,,63,,,64,,36,,42,47,,,,,32,,,,28,,,,,,5,24,,33,80,,,,,,,,,,,,
user_153,,41,,,,,,,,,44,,51,50,,,41,82,74,,,,14,54,,49,44,71,,,,,84,18,,,,,,15,75,,,,75,,,,,,,,66,25,13,26,,,,15,25,,78,40,,,,17,21,,,,,,,,,,,,,60,,,65,,60,,,,,,,34,,,,,,
user_154,66,19,,,,,25,,,,,,48,,67,,,57,,16,,,,20,23,34,,68,,,,,80,47,,82,70,,,,,,,,94,,,,,,,,,,,58,,,26,,,,42,,,,,48,23,,,11,,,84,,22,,,,,,,18,,,40,57,,,,73,,,41,,,,,
user_155,,28,,,12,84,,43,,,,,,,,,,,,,,,24,47,,,40,77,,,,26,7,,,,66,,26,38,71,,,,90,,,31,63,,,,,,63,44,31,,,,52,,62,57,,,,,31,,,46,,51,82,,21,,,,,,,,37,,26,49,,11,,,,43,34,,,,,
user_156,44,50,76,,31,,,40,,,,,,,,65,,71,,,,,,43,,39,,,,,,,68,20,,63,,52,,24,90,,,,,,34,,,,42,,,52,,56,,,,,,,74,50,42,,,,47,,,,41,50,,,,,,,55,27,53,,,,34,,8,15,,56,,,56,,21,,26,19
user_157,,23,80,,11,48,47,39,,,,17,53,,,,,,8,,52,,15,60,79,43,,,,,,,,,,84,47,,,,85,,,,,,,,28,,,,80,,,,,,21,,,,,,,,,9,27,,,48,,,79,,,,,,,,,,,58,55,60,,,12,,,29,,,68,,,
user_158,64,55,52,,63,48,,40,,,74,,34,,,60,49,56,,,,34,16,42,,,,,,,,,15,22,,79,70,,,,,,,,90,,,,,,,,47,48,,,,,,,,36,,49,51,,,49,26,,,49,,,75,,39,,36,,,,,16,18,68,66,39,,,,58,,23,,20,36,,,
user_159,,,,,,,63,,,,44,,,,,,,54,,21,58,55,,38,,39,,,,51,,,,24,,,63,,,,85,,72,78,,19,,,,,,,,,,,,45,,33,63,23,,,,,,30,,,,26,38,76,83,,52,62,,8,33,,,36,,,30,21,,53,,,,51,,,33,,,
user_160,,,36,8,69,,,,,,50,57,33,,56,39,,42,,,21,,,78,,,,,,,,,71,,59,,,,36,,73,,,,,,,,,,,,6,42,,,58,,35,21,,,,,,,,,,49,,42,,25,75,,,,,,13,,,,53,29,71,33,,,,,,,47,38,,,40,
user_161,,9,6,,,,64,,,29,55,57,24,,,,,69,,,,,46,,23,52,,,,,34,,47,,,46,,,,61,,,,,76,,,,17,,31,,56,,,,57,,,30,74,23,,49,48,,,35,28,,,,,,73,,,,,30,,,52,,65,,,,,,,48,,,55,,,,,
user_162,67,,,,,,,,,,51,,23,,64,,,,,,,,,,,,,,,,,,,42,,,,76,,,80,,,,,,,,65,,,,14,40,64,,,,26,,11,40,,45,,,,35,,,,7,,,77,,,,,,,,,63,60,,37,22,,,,,,42,,,,,,
user_163,,,85,,,,,,,,58,,31,,62,,48,,,38,8,,45,,34,,,72,,,,,48,54,,,68,83,,,79,82,,24,90,,,,,,8,,7,,18,,,,44,,48,54,67,45,,62,,,14,35,,19,,,78,,,,,,,29,,,59,60,57,18,,,,,,38,,20,,11,,
user_164,,,,,23,52,38,,,,,,,,,,23,,15,,40,,,,,,,67,,,,,,,,,,,,,74,,,,83,,,,,,37,,,,,38,,,,40,69,,,,14,,,,,20,80,,,,,,12,58,,,52,,,,,,26,22,,,61,,,,55,,45,,,
user_165,,16,,,,,37,73,,,55,,,34,,,,43,,,,44,,26,,41,,75,81,,,,,,,84,,,,30,,81,,,,,,,,,41,,,50,41,,,,,,41,22,17,,,,,47,,,,6,,15,,,,66,88,,,,,60,,,61,77,,,,,,38,,,,,31,
user_166,44,47,13,,,,62,56,,,,,,75,,68,38,74,,,,,39,62,56,53,,79,,,,,42,25,,,82,,,73,75,,,,,23,,,,,,,53,32,,,,,,33,75,33,12,,,71,,9,,,,,,64,,,12,,72,,45,47,,,36,66,,79,,,,78,,,46,46,21,,,
user_167,,,,,,,66,43,,,77,53,52,,,,17,,16,,55,,26,72,,43,,,,,63,,53,,,,,75,13,,84,50,,,,,,,,,,,55,49,,43,,28,10,,,55,75,,,,,,,,,39,,26,74,,,,,,53,,,,67,,,,,,,,,30,57,,,,,44
user_168,,31,,22,48,,,72,,,,,,,,,,78,,,28,,,,,,,,,,,,21,,,,61,,55,,88,44,,,94,,,53,,,41,,,,,40,,,,58,,,,42,,,,45,39,46,,48,,62,80,,,,,,21,,,,43,,,40,,59,,,40,,24,45,,,,
user_169,71,,,,,,,62,,,,,65,,,,67,41,15,8,18,,,87,,,,,,,,,27,38,,,47,,59,,85,,,,74,,,40,35,,,,10,,,,,,,,14,,71,59,30,79,,,,,,,,12,,16,,,89,,,41,43,59,,50,53,56,61,,,49,,45,,,29,,,
user_170,46,,76,,32,28,,67,,,,,48,74,,,3,40,,36,40,37,,41,81,43,,,,,,,,31,93,,63,71,61,41,,,,,,,,,,,,,38,,,,,,,,,29,,,6,,,53,37,,67,,,29,73,,8,,24,,,31,,35,32,44,26,65,,,23,59,,,32,,,,,
user_171,50,23,,,27,,55,69,,,,,,,,,7,72,77,14,47,29,58,34,52,,,,,,,,,10,,77,,,,,72,80,,,79,,,,77,,,,49,,39,54,61,,19,52,58,51,,53,,58,,,,,,13,,,83,,49,,,,38,,44,16,25,46,,,8,,,,,19,,33,53,,,
user_172,,21,,40,48,,,,,,45,,,,,,,,,,,,,37,,,,,,9,,,14,52,,37,45,74,,,78,,,,,57,,49,,17,50,,,50,,,40,,51,,,,67,,,,,40,42,,11,,7,33,,,,,,,,,13,,21,47,64,,,,,,,,20,,,,,
user_173,,14,,,43,65,43,,,38,,19,,,,66,56,,25,,52,,,61,,,,81,94,,,68,,,,,,,,48,,,,,76,,,,17,,,,39,37,,,42,,,,,,,,36,,,21,,,,,,54,79,,54,,,,,,9,47,,,61,27,,,,53,,,,,,,,
user_174,,14,,,,,60,51,,,,,,,,,47,,,44,,,,,,30,,79,,,8,,,48,92,,70,,,14,89,,,,87,,,,,,,,,44,46,,,43,17,,69,,,45,,,,44,32,,,,,,76,,,66,,,,,,11,,29,32,44,5,,,65,,51,24,44,,37,,
user_175,,,,,30,51,,,,,,,41,,58,,4,79,,,47,,,18,,,,,83,,,,7,,,67,78,66,,,84,,,,90,,,,70,,,,,55,,49,28,,,,,55,13,55,,,,,32,,48,,,59,,,,,,38,,,47,,,55,,66,,7,,75,22,54,47,26,,,,
user_176,,,,42,,,,,,20,,,16,,,,16,,5,,7,,32,,40,,,67,,,,,,,,,57,,,,90,51,,,,,,,,,,,,40,,23,21,,,,,54,10,62,26,,,40,,,47,,,,,,58,,,,,62,,23,,,72,53,7,21,,,,35,,43,39,,25,
user_177,73,,,,42,,38,,,53,,54,54,,,,,,,,,,15,92,62,41,,76,88,,,,5,28,43,50,44,,,,87,,,,,,,,12,28,,,,,,,,,,,76,,43,33,,,,34,,50,,,,6,84,,,,,,,41,,,,,65,,,21,,,18,47,,,,13,,24
user_178,,,,,,62,45,,,,55,,,,54,41,,,58,,24,14,,,,29,45,,,34,,,,12,,,65,,,18,,,,,,,,,,,,,28,,,30,,,12,,64,,,,,,,,16,,,39,,38,78,,55,,87,,,,24,,47,74,39,52,,46,,66,,46,21,,,,,35
user_179,46,,46,,,,,44,,,,45,,,48,,48,41,24,9,40,43,,22,51,21,,72,,22,,18,,,,,49,53,42,,78,77,,48,,,,,,,45,,,,,,47,,,59,43,51,,,,,52,53,,19,,,,64,,,,,,,,,10,,,65,,,59,,,,,,52,,,,,
user_180,64,,,,27,,,,,,,,54,,46,,10,65,10,,29,,,,,,,82,,,,,26,,,,70,42,29,68,87,,,,,,,,34,21,,,,38,,51,,,39,64,52,32,,53,,47,,,54,,42,37,,39,77,,16,,,,40,,,,,44,38,77,,49,,,,19,,,,,,
user_181,,33,,,,33,,,,,,35,21,,69,,51,79,,,,62,,49,,20,,,84,26,,,70,,,80,64,,,,73,,,13,,,,,,26,,,,,,,,,53,,82,,,67,57,,,,11,,,,,71,,,35,,21,,,52,,,,28,40,80,,,,,,28,31,,24,,,
user_182,,,,,,30,48,,,,,,57,,,,2,46,,56,4,,,27,,,,66,,,,,90,44,,41,,,,36,78,,,,89,,,,,34,,,24,31,,55,,,24,,65,46,50,37,53,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,42,,,
user_183,,48,,,16,,,,,,60,,14,,56,,8,58,,33,,49,24,27,36,,,,,,,,,,,76,,,,72,92,,,17,,,,,48,,,,,43,,36,,35,,,46,51,48,67,,,,10,,,,38,,,77,42,,,,,,,63,,,,31,85,,,,76,,47,,,,,,55
user_184,,,,,,,33,52,,,46,45,16,,57,,27,74,,,,55,,71,88,,,,,60,,,28,,,54,,47,,,,,,,76,,,,,32,,,,,,,39,,51,,81,32,,,,,,,,,,19,,,,,35,,71,,,,,,29,54,,22,,,,,,54,,,,,,
user_185,,,,,11,,,,24,,,,38,,65,55,,65,65,7,,,,,,31,,,,,,,49,,,,66,,,,85,,,,,,,,,,,,,43,57,,,,,,87,,80,60,,,,5,42,,,,,,82,,3,,71,10,,,,,,,,80,48,,,,,42,34,,63,,,
user_186,,5,,17,65,,,,,40,56,,,,,,,,,29,,,,,,21,36,,,43,,,67,,,,,,,,74,,73,,,,,,48,,,,22,23,,,,,25,,83,,36,50,55,,,28,29,83,,1,,,75,,,,51,,,,,,,28,51,59,,21,,,,31,,20,,,22,
user_187,,,62,8,69,,,,,52,45,68,,,70,44,,,,7,,,,,,30,,,,51,,,59,22,,,74,,47,,,,,68,,,,,,,,,85,,,,,,,37,72,49,64,,,,,,47,,,,,,,,28,,,32,38,,,63,,,46,79,,43,,,,25,26,,,,47,
user_188,,10,,51,,,52,39,,,,,24,31,65,,,64,,25,46,41,9,,93,40,,,,74,,,88,21,59,81,,60,47,66,81,50,,,83,,,17,,49,22,,57,,,,,,46,18,57,26,,73,,,,46,,,,26,,,,,,,14,39,10,,17,,,,29,,28,,,,,,,,77,,14,
user_189,,24,,,12,,,,,,,,15,,61,,,81,41,,15,,40,38,,34,,,,,,,,,,,51,,,,,,,,,51,48,,,,,,,47,,,,,14,,11,34,13,,,40,,33,24,,,,,77,,,58,15,88,,,,,,48,,,32,,,,68,,,52,,,,,
user_190,44,,,22,,,,,,,,34,,,62,,,76,,,12,43,,24,,18,,,,,,,,,,,62,,42,,75,,,,,,,,,,,,,,,53,52,,43,,55,,,,,,,36,,,,,,67,79,,2,57,,,,39,,,64,,,55,,,,42,,,27,27,75,,,
user_191,,11,51,48,,,53,,,56,,,39,,68,,41,62,82,,,,,93,27,,,,91,30,,23,52,,,,,,,,,,,,,,,,,29,,,,,,,40,,,,,49,,54,,,,,,73,,47,,34,,,,,,,41,,,,,47,48,,,58,,42,,20,,,,41,,
user_192,,,,24,39,,26,,,63,,40,,,51,35,,,,,,,41,,,,,82,,7,26,,,,,,71,53,,73,93,,,,79,,,,,18,50,,43,,,,,52,,,,,23,,,42,,,,,,,,6,78,,,,55,,,,62,,,,44,,60,,,58,,,,,,,,
user_193,45,33,10,44,,,49,,,,,,63,,,,,72,77,24,,15,50,,41,48,,69,,40,,,73,,32,65,70,,,,85,50,,,74,,,,,39,,,,,,,,,,57,69,,50,,,,,,12,,,,,8,,,,,,49,56,30,,,,,44,30,,,,54,,,,,,61,25,
user_194,,2,,,41,,,,,,,,,,,,,78,,17,14,,23,,,,,,83,,,,,38,,58,41,,,,92,,,,,,,,,54,,,5,24,42,,,,22,,,,11,,,,,47,19,,,36,,34,73,30,,,37,,,,,6,,56,,,,,,,,39,32,,,,,
